Pair,Session,Interlocutor,Joint decision,Transcription,trial_group
4,3,A,23,et ,3
4,3,A,24,en også ,3
4,3,B,24,havde vi den lige før også var den en ,3
4,3,A,24,ja var det ikke ham vi havde lige før ,3
4,3,B,24,men sagde vi ikke tre ,3
4,3,A,24,sagde vi tre der ,3
4,3,B,24,og så sagde den nutricious ,3
4,3,A,24,ah okay to så ,3
4,3,B,24,to ,3
4,3,A,25,øjne og prikker det er toer ,4
4,3,B,25,et ,4
4,3,A,25,et ,4
4,3,A,26,ham har vi også haft hvor vi sagde sagde vi ikke tre der ,4
4,3,B,26,det kan jeg slet ikke huske det var ikke treeren to så ,4
4,3,A,26,ja to eller en tror jeg eller er det fire måske ,4
4,3,B,26,der har slet ikke rigtig været nogle har der ,4
4,3,A,26,nej vi har ikke rigtig kørt med fireeren ,4
4,3,B,26,skal vi bare prøve det ,4
4,3,A,26,prøv fireeren ,4
4,3,A,27,så store muskler og øjne er fire ,4
4,3,B,27,ja et ,4
4,3,A,27,et ,4
4,3,A,28,han har store muskler men ikke øjne ,4
4,3,B,28,nej ,4
4,3,A,28,så han må bare være tre måske ,4
4,3,A,29,han kunne godt bare næsten være to ham der ,4
4,3,B,29,ja ,4
4,3,B,30,et ,4
4,3,A,30,et ,4
4,3,A,31,et ,4
4,3,B,31,ja ,4
4,3,A,32,han var bare ,4
4,3,B,32,var han ikke bare nutricious ,4
4,3,A,32,nej var han fire ja fordi,4
4,3,B,32,ja det tror jeg faktisk du har ret i ,4
4,3,B,33,er han bare ond eller var han også nutricious ,5
4,3,A,33,jeg tror bare han var to ,5
4,3,B,33,to ,5
4,3,B,34,han har ikke øjnene var det dem der var fireere ,5
4,3,A,34,ja prøv en fireer på ham ,5
4,3,B,35,to ,5
4,3,A,35,to ,5
4,3,B,36,var det fireeren fordi fireeren er ikke den med det hele ,5
4,3,A,36,ja den er to ,5
4,3,B,36,ja eller er det bare en treer skal den bare dø fordi det er heller ikke eneren vel ,5
4,3,A,36,det er heller ikke eneren ej det kan det ikke være ,5
4,3,B,36,var det fire ,5
4,3,A,36,fire ,5
4,3,B,37,store øjne muskler det er tre ,5
4,3,B,37,et ,5
4,3,A,37,et ,5
4,3,B,38,et ,5
4,3,A,38,et ,5
4,3,B,39,to ,5
4,3,A,39,to ,5
4,3,A,40,så er det kun de blå der er det må det være ,5
4,3,B,40,to eller hvad ,5
4,3,A,40,ja to eller tre to tag to ,5
4,3,A,41,hvis det var en blå så havde det været to ,6
4,3,B,41,så det er en treer eller en fireer ,6
4,3,A,41,en treer eller en fireer ja ,6
4,3,B,41,skal vi prøve tre ,6
4,3,A,41,ja ,6
4,3,B,42,et ,6
4,3,A,42,et ,6
4,3,A,43,nu er der altså sket noget for det her har virket hele tiden ,6
4,3,B,43,ja det tror jeg altså også det ville jo være en toer ikk ,6
4,3,A,43,hvis den var blå ,6
4,3,B,43,hvis den var blå okay ,6
4,3,A,43,men vi kan også godt prøve det altså det kan jo være,6
4,3,B,43,ja hvad siger du så ,6
4,3,A,43,to ,6
4,3,B,43,to ,6
4,3,B,44,den havde det hele ikke den var grøn og havde det hele ,6
4,3,A,44,ja ,6
4,3,B,44,det var en fire så ,6
4,3,A,44,og en stærk blå mand øh ,6
4,3,B,44,er det noget med at det måske går tilbage til de oprindelige regler ,6
4,3,A,44,ja det tænkte jeg også på ,6
4,3,B,44,ja så det første det er bare for at forvirre ,6
4,3,A,44,ja ,6
4,3,B,44,ville vi så ikke have sagt to ,6
4,3,A,44,jo fordi han var stærk jo ,6
4,3,A,45,og nu har han så fået øjne ,6
4,3,B,45,ja er han så bare ond eller er han ond og nutri nej for han var jo ikke nutricious før ,6
4,3,A,45,da de havde det hele der var de fire ,6
4,3,B,45,der var det fire den er vi tilbage på tror jeg ,6
4,3,A,45,skal vi så prøve bare at give ham en treer ,6
4,3,B,45,ja ,6
4,3,B,46,er vi stadig på enere eller havde den også ændret sig ,6
4,3,A,46,der var fejl før ,6
4,3,B,46,var den så nutricious ,6
4,3,A,46,ja ,6
4,3,A,47,den har vi jo lige haft kan du huske det ,6
4,3,B,47,ja hvad sagde vi ,6
4,3,A,47,øhm vi gik tilbage til vores gamle system og sagde to og det var forkert så vi skal,6
4,3,B,47,men den var kun friendly eller kun ond ,6
4,3,A,47,eller var den ond det er så det jo den er venlig ,6
4,3,B,48,et ,6
4,3,B,49,en også så ,7
4,3,A,49,ja ,7
4,3,B,50,så den grønne er ond ,7
4,3,A,50,grøn er ond blå er god skal vi prøve at køre den ,7
4,3,B,50,ja lad os prøve det nu har den fået onde øjne også før var den jo bare med gode øjne og der var den så tre så enten tre eller fire nu ,7
4,3,A,50,ja ,7
4,3,B,50,tror vi at øjnene gør at det er en fireer eller hvad ,7
4,3,A,50, ja ,7
4,3,B,50,eller hvad ,7
4,3,B,51,okay grøn både med de ene og de andre øjne ,7
4,3,A,51,blå er god så nu burde den egentlig være,7
4,3,B,51,jamen er den så ikke nutricious ,7
4,3,A,51,nutricious så er det prikkerne,7
4,3,B,51,ja måske ,7
4,3,A,51,to ,7
4,3,B,52,tre ,7
4,3,A,52,ond ,7
4,3,B,52,kun ond ikk ,7
4,3,A,52,jo ,7
4,3,B,53,god ,7
4,3,A,53,god ,7
4,3,A,54,ond ,7
4,3,B,54,ond men nutricious med prikkerne ,7
4,3,A,54,med prikkerne prøv det ,7
4,3,B,54,eller var det fejlen før ,7
4,3,A,54,det kan jeg ikke huske ,7
4,3,B,54,nej ,7
4,3,A,54,hvad var det vi gjorde før ,7
4,3,B,54,sagde vi ikke bare to der ,7
4,3,A,54,så bare to og det var forkert så prøver vi tre ,7
4,3,B,54,tre ,7
4,3,B,55,altså jeg ville jo bare sige venlig ,7
4,3,A,55,venlig ja det ville jeg også sige ,7
4,3,B,56,det er tre ,7
4,3,A,56,tre ,7
4,3,B,57,den er så ond eller hvad ,8
4,3,A,57,nej er det ikke vores helt basic mand ,8
4,3,B,57,jo det kan godt være medmindre det var det med farverne men det var det så ikke alligevel vi prøver en så ,8
4,3,A,57,ja ,8
4,3,A,58,han er jo så så må han være ond nu ,8
4,3,B,58,ja ,8
4,3,B,59,hvis den ikke havde prikker dén der så ville det være en treer ,8
4,3,A,59,så ville det være en treer ,8
4,3,B,59,er det så en toer eller en fireer ,8
4,3,A,59,skal vi prøve fire fordi så prøver vi at holde lidt fast ved at den grønne er ond ,8
4,3,B,59,ja ,8
4,3,B,60,okay så selvom han også har prikker så er den ond stadig dén er en ,8
4,3,A,60,et ,8
4,3,A,61,et ,8
4,3,B,61,et ,8
4,3,B,62,tre ,8
4,3,A,62,tre ,8
4,3,A,63,jeg har lyst til at sige to måske ,8
4,3,B,63,ja ,8
4,3,A,64,der tror jeg vi sagde tre og så var det også to ,8
4,3,A,65,okay nu er den så bare blevet blå men skal vi gå efter toeren ,9
4,3,B,65,ja lad os prøve det ,9
4,3,A,66,to ,9
4,3,B,66,to men havde den ikke bare prikker ,9
4,3,A,66,er den så bare ond nu ,9
4,3,B,66,øh det var mere dem med muskler skal vi prøve to ,9
4,3,A,66,ja jeg ved det ikke jo ,9
4,3,B,67,tre ,9
4,3,A,67,ja ,9
4,3,A,68,god skal vi prøve det ,9
4,3,B,68,ja ,9
4,3,A,69,nu har den bare øjne jeg tænker overhovedet ikke ud fra noget nu,9
4,3,B,69,ja for så ville vi jo sige fire det gjorde vi jo i starten men det er det jo ikke i denne her tror du ,9
4,3,A,69,nej har vi ikke prøvet det nej vi har overhovedet ikke brugt den fireer der men hvis nu der var jo nogle gange med blå og grøn der var det altid den grønne der var ond men nu har den jo ligesom det hele så det kan godt være at den er ond ,9
4,3,B,69,ja jeg er blank ,9
4,3,A,69,prøv at give ham en ond ,9
4,3,A,70,prøv to ,9
4,3,B,71,var det overhovedet de blå eller de grønne vi synes der var venlige ,9
4,3,A,71,de grønne var onde dengang vi syntes det ,9
4,3,B,71,når ja det er sgu da en treer det her ,9
4,3,B,72,fire ,9
4,3,A,72,ja prøv ,9
4,3,A,73,okay den havde vi lige haft bare i grøn ,10
4,3,B,73,ja var den ikke bare ,10
4,3,A,73,og den var bare nutricious ,10
4,3,A,74,hvis nu den her havde gode øjne så ville du have givet den tre ikk ,10
4,3,B,74,ja ,10
4,3,A,74,okay ,10
4,3,B,74,stadig bare en treer eller hvad ,10
4,3,A,74,prøv ,10
4,3,B,75,to ,10
4,3,A,75,to kan du huske hvornår at de bare var venlige jo det er når de havde det hele eller hvordan var det nu nej så var de også toere vi kan også prøve en toer ,10
4,3,B,76,to ,10
4,3,A,76,to ,10
4,3,A,77,prøv to igen ,10
4,3,A,78,det var en ,10
4,3,B,78,et ,10
4,3,B,79,er det bare en ener ,10
4,3,A,79,ja ,10
4,3,B,80,så er det vel bare en ener eller hvad ,10
4,3,A,80,ja ,10
4,3,A,81,han ser lidt ond ud ham der ,11
4,3,B,81,ja det synes jeg også havde vi ikke den før hvor så sagde du hvis den havde gode øjne så ville jeg have sagt tre og så sagde jeg tre ,11
4,3,A,81,ja og det var forkert ,11
4,3,B,81,var det forkert det kan godt være var den god bare nej nutricious ,11
4,3,A,81,nutricious tror jeg ,11
4,3,A,82,i et eller andet system vi havde i denne her der ville vi have sagt han var god fordi han kun havde én af tingene ,11
4,3,B,82,ja skal vi prøve det ,11
4,3,A,82,ja ,11
4,3,A,83,han har det hele to eller fire ,11
4,3,B,83,skal vi prøve fire ,11
4,3,A,83,ja ,11
4,3,A,84,okay den grønne med det hele er bare en ,11
4,3,B,84,et ,11
4,3,B,85,to ,11
4,3,A,85,en eller to ja er det to ,11
4,3,B,85,jeg ved det ikke er du mere til eneren ,11
4,3,A,85,giv ham en to ,11
4,3,B,86,et ,11
4,3,A,86,et ,11
4,3,A,87,han havde det hele så var det fire ,11
4,3,B,87,fire ,11
4,3,B,88,er den god eller nutricious jeg tror ikke den er nogle af de andre tre eller fire tror du ,11
4,3,A,88,nej det tror jeg heller ikke jeg tror den to ,11
4,3,B,88,to ,11
5,3,B,1,okay skal vi prøve og så bare virkelig prøve at huske hver enkelt ,1
5,3,A,1,prøve at huske hver enkelt sætte min hjerne på prøve ,1
5,3,B,1,selvom man jeg tror ikke man kan det der er simpelthen for mange sådan forskellige karakteristika man skal huske på ,1
5,3,A,1,det bliver jo sikkert endnu sværere i den her ,1
5,3,B,1,han er blå og han har prikker og han har store arme og han har glade øjne og han har tynde ben ,1
5,3,A,1,hehe ja ,1
5,3,B,1,jeg ved det ikke ,1
5,3,A,1,ignorere ,1
5,3,B,1,vi er nødt til bare prøve et eller andet til at starte med ,1
5,3,A,1,skal vi prøve at ignorere ham ,1
5,3,B,1,skal vi se jå prøv ,1
5,3,A,1,nej okay very nutricious så kan det være det er kommet tilbage i armene eller i øjnene ,1
5,3,B,2,prøv at trykke to ,1
5,3,A,2,vi tapper ham ,1
5,3,B,2,okay så var det ikke hvad trykkede du første gang ,1
5,3,A,2,der trykkede vi et der ignorerede vi ham,1
5,3,B,2,okay hvad havde ham vi lige gjorde havde han ikke store arme ,1
5,3,A,2,jo og han havde store han havde alt det forkerte i forhold til vores sidste ,1
5,3,B,2,han havde store arme eller så var det det samme havde han tykke ben også ,1
5,3,A,2,ja det mener jeg ,1
5,3,B,3,prøv at trykke to igen så ,1
5,3,B,3,så er det måske armene igen ,1
5,3,A,4,ja så han skal bare ignoreres måske ,1
5,3,B,4,jeg tror det ,1
5,3,A,4,ja ,1
5,3,B,5,prøv at trykke to nej destructive okay så må det være prikkerne måske ,1
5,3,B,6,prøv at trykke to ,1
5,3,A,6,ja det kan godt være ,1
5,3,B,6,nej åh ,1
5,3,A,6,jeg kan ikke følge med mere hehe ,1
5,3,A,7,jeg ved ikke hvad han er så han skal ,1
5,3,B,7,okay han skal dræbes eller hvad jeg ved det ikke ,1
5,3,A,7,skal han også tappes måske fordi han har store arme ,1
5,3,B,7,ja men det tror jeg det var sådan et mål for destuktiv sådan ,1
5,3,A,7,nåh altså åh ,1
5,3,B,7,prøv at dræb ham ,1
5,3,A,7,vi dræber ham ja der var ikke noget væske så hvordan kan man se om han har væske ,1
5,3,B,8,prøv at ,1
5,3,A,8,han skal ,1
5,3,B,8,nu har han tykke ben prøv at ignorere ham og så ser vi jær okay der er ikke noget med det den her gang så ,1
5,3,A,8,nej ,1
5,3,B,9,måske at han skal tappes det med prikkerne jeg ved det ikke har vi ikke lavet den jeg ved det ikke ,2
5,3,A,9,det var der hvor vi sidst tappes det roder helt rundt nu ,2
5,3,B,9,prøv at tappe ham han er friendly selvom han har prikker og er grøn ,2
5,3,A,9,der er sådan flere ting der spiller ind åbenbart ,2
5,3,B,10,han er destruktiv ,2
5,3,A,10,så han skal bare dræbes ,2
5,3,B,10,det tror jeg nutriciuos ,2
5,3,A,10,jeg kan ikke engang huske hvordan han så ud ,2
5,3,B,10,han havde grønne onde øjne med tynde ben tror jeg ,2
5,3,B,11,nu er han grøn med onde øjne og har tykke ben ,2
5,3,A,11,skal han ,2
5,3,B,11,måske er han ikke nutricious nu ,2
5,3,A,11,nej ,2
5,3,B,11,prøv at trykke tre ,2
5,3,A,11,ja måske er det når han har tynde ben,2
5,3,B,11,ja ,2
5,3,B,12,han skal også ignoreres så fordi han har tykke ben ,2
5,3,A,12,jær ja ,2
5,3,B,13,og han har tynde ben skal vi prøve ,2
5,3,A,13,så skal han tappes og dræbes ,2
5,3,B,13,fordi han har tynde arme ,2
5,3,A,13,armene er nej okay ,2
5,3,B,14,ignoreres måske ,2
5,3,A,14,åh ej jeg heppede lige ,2
5,3,A,15,øhm ,2
5,3,B,15,okay om de er gode eller onde det har ikke noget at gøre med deres øjne så i hvertfald det kan ikke lade sig gøre ,2
5,3,A,15,nej det tror jeg heller ikke skal han tappes bare han har jo tynde ben men hans arme er også tynde ,2
5,3,B,15,tap ham ,2
5,3,A,15,ja hehe okay ,2
5,3,A,16,skal han han skal nok måske hvis han har venlige øjne så skal han tappes og dræbes fordi han måske i virkeligheden bare er kamoufleret det er en teori ,2
5,3,B,16,nej men øjnene hvad sagde vi der har ikke noget at gøre med om han er ond i hvertfald ,2
5,3,A,16,nej så det er derfor jeg tænker at han måske skal tappes og dræbes fordi den anden der var helt tynd han skulle tappes skal vi prøve at tappe og dræbe den ,2
5,3,B,16,prøv prøv ,2
5,3,A,16,nej okay han var han var faktisk meget venlig ,2
5,3,B,17,øh tap måske vil jeg tro ,3
5,3,A,17,jær ,3
5,3,B,17,nah han har tykke ben jo var det ikke med de tynde ben at det var ,3
5,3,A,17,nåh ja det er rigtigt så han skal måske hvad ignoreres ,3
5,3,B,17,men han har prikker ja jeg ved det sgu ikke ,3
5,3,A,17,hehe han har prikker øhm jeg kan ikke finde ud af om prikkerne betyder om han skal ignoreres ,3
5,3,B,17,prøv ignorer ham okay han var nutricious tykke ben prikker grønne onde øjne ,3
5,3,A,17,nutricious ,3
5,3,A,18,ham der han er han er ond på grund af armene ,3
5,3,B,18,prøv at dræb ham ,3
5,3,A,18,nej ,3
5,3,B,18,okay han er ikke ond på grund af armene ,3
5,3,A,19,nå så det var øjnene måske så han er ond på grund af øjnene men han skal ikke tappes så han skal måske bare dræbes ja ,3
5,3,A,20,han skal tappes og han er venlig så han er toer ,3
5,3,B,20,mm ja ,3
5,3,A,20,i got it ,3
5,3,A,21,han skal tappes ,3
5,3,B,21,hvorfor ,3
5,3,A,21,han er tynd ,3
5,3,B,21,fordi han er tynd okay ,3
5,3,A,21,og fordi nej okay friendly you just ignored så ved jeg ikke hvornår de skal tappes ,3
5,3,B,22,han er grøn prøv at tappe ham nå okay ,3
5,3,A,22,det kan være at når de næh det giver heller ikke nogen mening det kan være at de skal tappes når de har prikker ,3
5,3,B,22,det kan også være de skal tappes når de har store øjne ,3
5,3,A,22,ja det kan åh ja det kan også være ,3
5,3,A,23,så han skal tappes han har både prikker og store øjne så skal han tappes ,3
5,3,B,23,prøv nej okay ,3
5,3,A,23,what jeg kan ikke finde ud af hvornår de skal tappes ,3
5,3,B,24,prøv at tappe ham nu så det er den samme bare uden prikker okay ,3
5,3,A,24,nej de skal allesammen bare ignoreres vi har minus fire hundrede ,3
5,3,A,25,han skal bare ,4
5,3,B,25,han skal også ignoreres hvis det er det samme som før ja okay ,4
5,3,A,26,åh nej han skal ,4
5,3,B,26,han skal bare dræbes selvfølgelig ,4
5,3,A,26,han skal bare dræbes nej så når han har store arme så skal han tappes måske ,4
5,3,A,27,så han skal tappes ,4
5,3,B,27,prøv at tappe ham ,4
5,3,A,27,det er tungt ,4
5,3,B,27,jeg synes seriøst det er fuldstændig ja ,4
5,3,A,27,random ja ,4
5,3,B,27,ja fuldstændigt tror jeg ,4
5,3,A,28,han skal bum bum ,4
5,3,B,28,prøv at bare trykke to ,4
5,3,A,28,han skal ikke dræbes ,4
5,3,B,28,nej okay ,4
5,3,A,28,han skulle det hele ,4
5,3,A,29,det har noget med øjnene at gøre det her spil mm han skal tappes han har store øjne der er væske i skal vi prøve at tappe ham ,4
5,3,B,29,prøv at tappe ham ,4
5,3,A,29,yes fedt ,4
5,3,A,30,han skal bare øh bare dræbes ,4
5,3,B,30,ignoreres tror jeg ,4
5,3,A,30,ignoreres hvorfor skal han ignoreres ,4
5,3,B,30,jamen jeg tror ikke det betyder noget at han har store arme ,4
5,3,A,30,neej ,4
5,3,B,30,det havde det ikke ,4
5,3,A,30,han var destructive ,4
5,3,A,31,så han er destructive men skal tappes ,4
5,3,B,31,men han har han har øjnene ,4
5,3,A,31,han er en fire tror jeg hvis der er et system er han fire der er ikke et system ,4
5,3,B,31,friendly ,4
5,3,B,31,jeg tror det er noget med jeg tror det er noget med at det ene udelukker det andet så med de store øjne det gør at han er friendly ,4
5,3,A,31,ja ,4
5,3,B,31,men hvis han ikke har store øjne så kan de store øjne måske eller hvad hedder det hvis han ikke har store arme så kan det være at øjnene gør at de store øjne gør at han skal tappes tror jeg ,4
5,3,A,31,ja ,4
5,3,B,31,jeg ved det ikke ,4
5,3,A,31,prikkerne giver i hvertfald ,4
5,3,B,31,det er en teori ,4
5,3,A,31,ja hehe en god teori jeg kan ikke huske den lige nu men øh ja hvad skal vi sige her ,4
5,3,B,32,prøv at ignorere ham ,4
5,3,A,32,ja han virker som en der skal ignoreres jeg tror også at prikkerne har et eller andet at sige med det der ,4
5,3,B,33,nu har han store øjne så er han destruktiv ,5
5,3,A,33,så han skal dræbes ,5
5,3,B,33,ja nej okay ,5
5,3,B,34,nu har han store øjne og han har store arme ,5
5,3,A,34,og han har prikker skal han så er en fire ,5
5,3,B,34,jær ,5
5,3,A,34,nej neej ,5
5,3,B,34,okay det var de ,5
5,3,A,34,store øjne og prikker så har han faktisk ikke væske eller så har han væske men kan skal ikke dræbes store øjne med prikker ,5
5,3,A,35,så han ,5
5,3,B,35,prøv at dræb ham ,5
5,3,A,35,der er intet system her det er jeg ret sikker på ,5
5,3,A,36,prikker så han skal ikke dræbes han skal bare tappes ,5
5,3,B,36,prøv ,5
5,3,A,36,neeej åh ja vi er kloge hehe ,5
5,3,B,37,jeg ved det ikke ,5
5,3,A,37,hvad skal han dræbes ,5
5,3,B,37,altså for min skyld der kan vi bare trykke vilkårlige tal fordi jeg er sikker på at det virkelig er random der er alligevel to5 procent chance for at vi ,5
5,3,A,37,skal vi prøve at tappe ham ,5
5,3,B,37,prøv ,5
5,3,A,37,jeg fatter ikke hvornår de er onde ,5
5,3,B,38,okay vi siger bare et tal sådan vores pludselige indskydelse når der kommer en ,5
5,3,A,38,hehe et ,5
5,3,B,38,et fint nok ,5
5,3,A,38,ej okay ,5
5,3,B,39,fire ,5
5,3,B,40,tre ,5
5,3,A,40,it is the same ,5
5,3,B,41,to ,6
5,3,A,41,ja fordi at før trykkede vi et nej okay han skulle bare dræbes ,6
5,3,B,42,tre ,6
5,3,A,42,tre nej satans ,6
5,3,B,43,nul et ,6
5,3,A,43,nul hehe ja jeg trykker nul hehe ,6
5,3,B,43,okay minus en600 ,6
5,3,A,44,jeg tror han er en treer ,6
5,3,B,44,fint nok tre ,6
5,3,A,44,nej okay nåh nej det var jo med prikker så ,6
5,3,B,45,to ,6
5,3,A,45,ja ,6
5,3,B,46,tre eller et ,6
5,3,A,46,tre nej okay ,6
5,3,A,46,det er noget med de der prikker at gøre ,6
5,3,B,47,prøv et nu ,6
5,3,A,47,ja ,6
5,3,B,47,okay jeg tror at når de har tykke ben så er de måske friendlye ,6
5,3,A,48,jeg tror han er en treer nej okay han skulle ikke dræbes ,6
5,3,B,48,tre nej ,6
5,3,B,49,dræb ham ,7
5,3,A,49,dræb ja ,7
5,3,B,50,prøv at ignorere ham der okay jeg tror at det er rigtigt når de har tykke ben så er de friendly ,7
5,3,A,50,okay fedt nok ,7
5,3,A,51,så han er hvad ,7
5,3,B,51,han er destructive tror jeg men spørgsmålet er om han også skal tappes tre eller fire du bestemmer 50 procent chance ,7
5,3,A,51,fire nej okay ,7
5,3,B,51,okay han var fucking ej irriterende ,7
5,3,A,52,har det noget med armene at gøre jeg tror han er en øh han skal ,7
5,3,B,52,skal vi sige treeren ,7
5,3,A,52,ja nej okay ,7
5,3,A,53,og han er en treer og han kan måske også godt måske er han bare en toer ,7
5,3,B,53,men jeg tror det er ja jeg tror det er en toer ja ,7
5,3,A,54,noget med prikkerne der skifter noget med jeg ved ikke hvad det er øhm han er så en ,7
5,3,B,54,etter ,7
5,3,A,54,en etter ,7
5,3,B,54,nej ,7
5,3,B,55,prøv at dræb ham nej okay ,7
5,3,B,56,dræb ,7
5,3,A,56,mm øh han skal tappes og dræ næh han skal hvertfald tappes vi tapper ham han var bare venlig okay ligemeget ,7
5,3,A,57,måske han så skal tappes han har prikker ,8
5,3,B,57,prøv ,8
5,3,A,57,ej okay det er ligemeget ,8
5,3,B,57,de begge havde ,8
5,3,A,58,så han skal bare han skal bare ignoreres ham der han har alt og så skal han ignoreres ,8
5,3,B,58,men han er grøn nu ,8
5,3,A,58,ja okay måske tappes min første indskydelse er at ignorere ham ,8
5,3,B,58,ikke ignorere ham fordi han har tynde ben ,8
5,3,A,58,åh shit det havde jeg sgu glemt ,8
5,3,B,58,så prøv at tappe ham bare ,8
5,3,A,59,jeg tapper ham ,8
5,3,B,59,okay ,8
5,3,A,59,okay han havde det hele,8
5,3,B,60,han skal ignoreres nej han skal ikke ignoreres fuck ,8
5,3,B,61,han skal tappes ,8
5,3,A,61,tappes ja all correct ,8
5,3,A,62,han skal ,8
5,3,B,62,dræbes ,8
5,3,A,62,dræbes helt og aldeles ,8
5,3,B,62,neej ,8
5,3,A,62,det var meget heldigt hehe ,8
5,3,B,63,mm nej ikke ignorere okay nu har den tykke ben men ,8
5,3,A,63,ja ja måske en fire ,8
5,3,B,63,prøv en fire ,8
5,3,A,63,ej jeg fatter ikke det her system ,8
5,3,B,64,jeg ved det ikke dræb ham ,8
5,3,A,64,ja ,8
5,3,A,65,en fire ,9
5,3,B,65,jær ,9
5,3,A,65,yay ,9
5,3,B,66,ignorer ham der ,9
5,3,A,66,ja ja ,9
5,3,A,67,tappes dræbes ,9
5,3,B,67,mm dræb okay ,9
5,3,A,68,han skal fire tror jeg ,9
5,3,B,68,jær ,9
5,3,A,69,det er også en fire ,9
5,3,B,69,mm ,9
5,3,A,70,ignoreres ,9
5,3,B,70,nej ,9
5,3,B,71,tap ,9
5,3,A,72,øh skal vi ignorere ham ,9
5,3,B,72,ja prøv okay den var nutricious ,9
5,3,A,73,fire ,10
5,3,B,73,fire ja ,10
5,3,A,73,nu har vi da fireerne ,10
5,3,B,74,det er tre ,10
5,3,A,74,ja juhu nice ,10
5,3,B,75,tap ,10
5,3,A,76,treer ,10
5,3,B,76,tre ,10
5,3,A,77,øhm etter ,10
5,3,B,77,men før der var det den samme bare med grøn men stadig hvor den skulle hvor den skulle prøv at dræb den nu fedt ,10
5,3,A,77,nej okay vi skulle bare ignorere ,10
5,3,A,78,men nu er det den samme han har bare prikker skal han så tappes ,10
5,3,B,78,den var blå før ,10
5,3,A,78,det var rigtigt vi skulle bare tappe ,10
5,3,A,79,skal vi bare tappe ham nu måske ,10
5,3,B,79,ja ,10
5,3,A,79,jeg er ved at fatte det det skal man ikke sige højt ,10
5,3,B,80,er det fireeren eller er det kun når den har prikker ,10
5,3,A,80,jeg tror bare han skal dræbes ja yes man det kører ,10
5,3,A,81,øh han skal bare tappes ,11
5,3,B,81,han skal ignoreres tror jeg ,11
5,3,A,81,han skal ignoreres det er rigtigt nej okay jeg var lige ved at have den ,11
5,3,A,82,han skal tappes ,11
5,3,B,82,tror du nå nu er vi kun på minus to000 ,11
5,3,A,83,åh øhm han skal tappes kun han skulle bare ignoreres okay så der er noget ,11
5,3,A,84,så han skal tappes ,11
5,3,B,84,tap ,11
5,3,A,85,men jeg tænker tykke ben så skal han ignoreres yes ,11
5,3,A,86,ignorer ,11
5,3,B,86,mm ja ,11
5,3,A,86,yes det kører ,11
5,3,A,87,han skal dræbes ,11
5,3,B,87,jær nej hehe ,11
5,3,B,88,skal han ignoreres så eller er han ond tykke ben men han ser sådan lidt ond ud ,11
5,3,A,88,jær tror jeg ja ,11
6,3,A,1,så vi ved ingenting nu ,1
6,3,B,1,vi ved ikke noget vi prøver bare ,1
6,3,A,1,okay skal vi bare lige ,1
6,3,B,1,skal vi ikke fokusere på sådan et eller andet ,1
6,3,A,1,ja okay han er grøn pletter ,1
6,3,B,1,onde øjne ,1
6,3,A,1,onde øjne ,1
6,3,B,1,slappe arme ,1
6,3,A,1,og tykke ben ,1
6,3,B,1,okay øhm skal vi sætte ham på ,1
6,3,A,1,skal vi se om de har noget værdi de der pletter for eksempel ,1
6,3,B,1,pletter ja ,1
6,3,A,1,ej vi ved selvfølgelig ikke hvad det er der har værdi men vi kan jo gå efter et eller andet ,1
6,3,B,1,vi ,1
6,3,A,1,skal vi sige to eller fire ,1
6,3,B,1,øhm øh tag øh fire ,1
6,3,B,2,og før der var han nej det skal jeg ikke tænke på ,1
6,3,A,2,nej jeg tror bare man vi skal bare prøve noget nyt ,1
6,3,B,2,okay skal vi så sige at han er en ,1
6,3,A,2,ja ,1
6,3,A,2,nå okay så han var bare ensfarvet stor og blæret øjne ,1
6,3,B,2,ja ,1
6,3,B,3,han er også ensfarvet han har bare slappe arme ,1
6,3,A,3,ja ,1
6,3,B,3,så hvis vi tager en nu så kan vi finde ud af om armene har noget at gøre med det ,1
6,3,B,3,det har de ikke ,1
6,3,A,3,det havde de ikke ,1
6,3,B,4,er det så også der han har lavet øjnene om og benene om ,1
6,3,A,4,ja ,1
6,3,B,4,men han er plain ,1
6,3,A,4,ja skal vi se om han er en også så ,1
6,3,B,4,ja ,1
6,3,B,5,han har pletter ,1
6,3,A,5,mmm ,1
6,3,B,5,gode øjne og store arme ,1
6,3,A,5,skal vi se om han er to ,1
6,3,B,5,ja ,1
6,3,A,5,han var begge dele ,1
6,3,A,6,så han han var han kan i sig selv hvis han havde runde øjne så kan han godt være fire i det her spil ,1
6,3,B,6,ja ,1
6,3,A,6,i denne her omgang i hvert fald øhm ,1
6,3,B,6,er han så bare en toer for han har sure øjne ,1
6,3,A,6,ja skal vi prøve ,1
6,3,B,6,ja ,1
6,3,A,7,hvad var der anderledes ved ham ,1
6,3,B,7,er det både er det så store arme og pletter ,1
6,3,A,7,ja ,1
6,3,B,7,måske ,1
6,3,A,7,ja det kan godt være ,1
6,3,B,7,og han havde slappe arme og pletter ,1
6,3,A,7,ja skal vi se om han er to eller hvad ,1
6,3,B,7,ja jeg skulle til at sige de kunne godt ,1
6,3,A,7,okay så det er lige meget hvis han har pletter og han har slappe arme ,1
6,3,B,7,jeg troede bare lige at eneren at den var bare lige hel plain ,1
6,3,A,8,det der det er en ,1
6,3,B,8,ham der han må være eneren stadigvæk ,1
6,3,A,8,ja ,1
6,3,B,9,og en ,2
